COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,GYROX,GYROY,TIMESTAMP,ES_TIMESTAMP,FUNC_ID,FUNC_VALUE,MARKER,SYNC_SIGNAL
42,0,0,4308.717949,4185.128205,4310.25641,4381.025641,4336.923077,4478.974359,4600,4015.384615,4427.179487,4220,4446.153846,4314.871795,4138.974359,4941.538462,1594,1738,72.786,15.52897072,0,0,0,0
43,0,0,4313.333333,4186.666667,4316.410256,4381.538462,4336.923077,4476.923077,4600.512821,4016.923077,4428.205128,4226.153846,4450.25641,4315.897436,4140,4940,1594,1739,72.794,15.52897072,0,0,0,0
44,0,0,4313.333333,4185.641026,4315.897436,4375.384615,4334.871795,4476.410256,4599.487179,4015.384615,4430.25641,4226.153846,4451.282051,4316.410256,4141.025641,4938.461538,1594,1737,72.802,15.52897072,0,0,0,0
45,0,0,4306.666667,4185.128205,4307.692308,4375.384615,4335.897436,4476.923077,4597.435897,4011.794872,4428.717949,4220.512821,4448.205128,4308.717949,4139.487179,4938.461538,1593,1740,72.81,15.52897072,0,0,0,0
46,0,0,4298.974359,4183.589744,4304.102564,4378.461538,4337.948718,4473.333333,4589.74359,4006.153846,4420.512821,4213.333333,4441.025641,4295.897436,4132.307692,4933.846154,1593,1739,72.818,15.52897072,0,0,0,0
47,0,0,4297.948718,4182.051282,4304.615385,4376.923077,4336.923077,4473.846154,4584.615385,4002.051282,4418.461538,4202.051282,4435.384615,4293.846154,4125.641026,4925.641026,1592,1740,72.826,15.52897072,0,0,0,0
48,0,0,4305.128205,4186.666667,4308.717949,4378.974359,4335.897436,4476.923077,4588.205128,4005.641026,4423.076923,4197.435897,4435.384615,4303.589744,4130.769231,4928.717949,1593,1740,72.832,15.52897072,0,0,0,0
49,0,0,4313.333333,4192.820513,4316.923077,4384.615385,4337.948718,4477.435897,4594.871795,4011.282051,4424.615385,4209.230769,4441.025641,4309.74359,4141.538462,4941.538462,1592,1740,72.841,15.52897072,0,0,0,0
50,0,0,4317.435897,4192.820513,4322.051282,4383.589744,4336.410256,4483.589744,4596.923077,4010.25641,4422.051282,4220.512821,4448.717949,4307.179487,4144.615385,4949.74359,1592,1739,72.849,15.52897072,0,0,0,0
51,0,0,4324.102564,4195.384615,4321.538462,4383.076923,4334.871795,4488.205128,4595.897436,4007.692308,4421.538462,4226.666667,4456.923077,4307.179487,4144.615385,4953.333333,1591,1739,72.857,15.52897072,0,0,0,0
52,0,0,4332.820513,4202.564103,4327.179487,4387.692308,4339.487179,4481.025641,4597.435897,4009.74359,4424.102564,4238.461538,4464.102564,4309.74359,4151.794872,4957.435897,1593,1739,72.866,15.52897072,0,0,0,0
53,0,0,4330.25641,4197.948718,4330.25641,4385.641026,4341.025641,4469.230769,4595.897436,4008.717949,4423.076923,4243.589744,4464.615385,4305.128205,4152.307692,4956.923077,1592,1738,72.874,15.52897072,0,0,0,0
54,0,0,4321.025641,4189.74359,4321.025641,4379.487179,4335.897436,4461.025641,4587.692308,4001.538462,4418.974359,4233.846154,4461.025641,4298.974359,4145.128205,4948.717949,1593,1740,72.879,15.52897072,0,0,0,0
55,0,0,4322.051282,4193.333333,4317.948718,4381.025641,4336.410256,4460.512821,4587.179487,4003.589744,4420.512821,4228.717949,4459.487179,4298.461538,4143.589744,4947.692308,1593,1738,72.888,15.52897072,0,0,0,0
56,0,0,4329.74359,4195.384615,4326.666667,4384.102564,4341.025641,4465.641026,4596.410256,4012.307692,4426.666667,4238.974359,4465.128205,4302.564103,4147.179487,4954.871795,1593,1739,72.896,15.52897072,0,0,0,0
57,0,0,4324.102564,4190.769231,4327.692308,4381.538462,4339.487179,4468.717949,4601.025641,4018.974359,4430.769231,4248.205128,4473.333333,4304.615385,4151.282051,4959.487179,1594,1737,72.906,15.52897072,0,0,0,0
58,0,0,4315.897436,4192.820513,4322.564103,4381.538462,4337.948718,4471.794872,4601.538462,4023.076923,4431.794872,4251.794872,4475.897436,4303.589744,4156.410256,4960.512821,1594,1737,72.912,15.52897072,0,0,0,0
59,0,0,4320.512821,4195.897436,4321.538462,4386.666667,4341.025641,4480.512821,4603.589744,4022.051282,4432.307692,4257.435897,4480,4300,4157.435897,4960,1595,1737,72.919,15.52897072,0,0,0,0
60,0,0,4322.564103,4193.846154,4318.461538,4387.692308,4340.512821,4489.74359,4601.538462,4018.461538,4433.846154,4264.615385,4485.128205,4293.846154,4151.282051,4955.897436,1594,1736,72.928,15.52897072,0,0,0,0
61,0,0,4311.794872,4189.74359,4312.820513,4381.538462,4339.487179,4488.205128,4595.384615,4014.871795,4433.333333,4261.538462,4484.102564,4289.74359,4144.615385,4948.717949,1595,1737,72.935,15.52897072,0,0,0,0
62,0,0,4300.512821,4187.179487,4310.769231,4379.487179,4345.641026,4485.641026,4592.307692,4011.794872,4429.230769,4249.74359,4476.410256,4288.205128,4140,4938.974359,1595,1737,72.945,15.52897072,0,0,0,0
63,0,0,4302.051282,4187.692308,4310.25641,4382.051282,4348.205128,4484.615385,4592.820513,4012.307692,4425.641026,4239.487179,4470.25641,4282.564103,4135.897436,4935.384615,1594,1737,72.953,15.52897072,0,0,0,0
64,0,466,4309.74359,4190.769231,4308.205128,4384.102564,4341.538462,4480,4591.282051,4010.769231,4423.589744,4234.358974,4466.153846,4276.410256,4133.846154,4941.025641,1593,1737,72.959,15.52897072,0,0,0,0
65,0,410,4318.461538,4191.794872,4312.307692,4386.666667,4338.974359,4475.897436,4591.794872,4009.230769,4423.076923,4235.384615,4463.589744,4278.974359,4137.435897,4946.153846,1593,1737,72.966,16.02939987,0,0,0,0
66,0,497,4322.051282,4189.74359,4322.564103,4387.692308,4341.025641,4476.923077,4594.358974,4011.794872,4425.128205,4242.051282,4466.153846,4282.051282,4142.051282,4944.615385,1593,1736,72.973,16.02939987,0,0,0,0
67,0,504,4318.974359,4191.794872,4324.102564,4385.128205,4342.564103,4479.487179,4596.923077,4017.948718,4427.692308,4241.538462,4469.74359,4280,4136.410256,4940.512821,1592,1738,72.982,16.02939987,0,0,0,0
68,0,502,4318.461538,4195.384615,4318.461538,4383.076923,4345.128205,4477.435897,4596.410256,4016.923077,4427.179487,4235.897436,4465.641026,4277.435897,4130.25641,4936.410256,1593,1737,72.992,16.02939987,0,0,0,0
69,0,486,4324.615385,4190.769231,4319.487179,4386.666667,4343.589744,4474.871795,4594.358974,4009.230769,4425.128205,4237.948718,4461.538462,4276.923077,4131.282051,4934.871795,1592,1737,72.997,16.02939987,0,0,0,0
70,0,456,4329.74359,4187.692308,4325.641026,4389.74359,4341.538462,4478.974359,4593.846154,4009.230769,4425.641026,4245.641026,4470.25641,4281.025641,4137.948718,4947.692308,1592,1738,73.006,16.02939987,0,0,0,0
71,0,383,4331.794872,4194.358974,4329.230769,4388.205128,4342.564103,4485.128205,4598.974359,4017.435897,4432.307692,4258.461538,4485.641026,4289.230769,4153.846154,4969.74359,1591,1738,73.013,16.02939987,0,0,0,0
72,0,383,4331.794872,4199.487179,4330.25641,4388.717949,4344.102564,4484.102564,4600.512821,4021.025641,4436.923077,4272.820513,4494.871795,4291.282051,4163.076923,4975.384615,1592,1739,73.021,16.02939987,0,0,0,0
73,0,528,4328.205128,4196.923077,4327.692308,4390.25641,4348.205128,4481.025641,4594.358974,4015.897436,4431.282051,4272.820513,4492.820513,4284.615385,4154.358974,4961.025641,1592,1739,73.028,16.02939987,0,0,0,0
74,0,465,4321.025641,4194.871795,4322.051282,4389.74359,4352.307692,4482.564103,4594.871795,4014.358974,4425.128205,4264.615385,4489.230769,4277.948718,4144.615385,4949.74359,1591,1740,73.036,16.02939987,0,0,0,0
75,0,452,4318.461538,4195.384615,4314.871795,4388.205128,4351.282051,4485.641026,4599.487179,4014.358974,4426.153846,4264.102564,4487.692308,4273.333333,4142.564103,4949.74359,1592,1739,73.044,16.02939987,0,0,0,0
76,0,352,4316.923077,4194.871795,4308.205128,4386.153846,4351.794872,4485.128205,4594.871795,4008.205128,4425.641026,4258.461538,4482.051282,4267.692308,4133.333333,4941.025641,1592,1740,73.052,16.02939987,0,0,0,0
77,0,395,4310.769231,4191.794872,4308.205128,4387.179487,4357.948718,4483.076923,4591.794872,4009.74359,4425.128205,4247.692308,4474.358974,4264.102564,4128.205128,4931.282051,1592,1739,73.059,16.02939987,0,0,0,0
78,0,465,4305.128205,4194.358974,4310.769231,4389.230769,4360.512821,4483.589744,4594.871795,4014.871795,4428.717949,4248.205128,4476.410256,4260.512821,4133.333333,4936.410256,1593,1739,73.068,16.02939987,0,0,0,0
79,0,452,4306.666667,4200,4308.717949,4388.205128,4356.923077,4479.487179,4588.717949,4008.205128,4428.717949,4246.666667,4476.410256,4258.974359,4129.230769,4936.923077,1592,1740,73.076,16.02939987,0,0,0,0
80,0,352,4314.871795,4200.512821,4312.820513,4388.717949,4353.846154,4475.384615,4583.589744,4003.589744,4424.615385,4240,4470.25641,4260.512821,4123.589744,4929.74359,1593,1739,73.083,16.02939987,0,0,0,0
81,0,395,4322.051282,4198.974359,4321.538462,4390.769231,4355.384615,4480,4593.846154,4011.794872,4424.102564,4243.589744,4470.25641,4262.051282,4130.769231,4933.846154,1593,1739,73.091,16.02939987,0,0,0,0
82,0,465,4326.153846,4200.512821,4322.051282,4389.74359,4357.435897,4484.615385,4600,4014.358974,4426.153846,4252.820513,4478.974359,4264.615385,4138.461538,4948.205128,1593,1739,73.098,16.02939987,0,0,0,0
83,0,452,4326.666667,4200,4317.435897,4387.179487,4356.410256,4479.487179,4591.794872,4008.205128,4427.692308,4252.307692,4484.102564,4267.179487,4141.025641,4956.923077,1593,1738,73.106,16.02939987,0,0,0,0
84,0,352,4322.051282,4194.871795,4317.948718,4387.179487,4353.333333,4476.923077,4589.230769,4011.282051,4429.74359,4251.794872,4482.051282,4268.205128,4145.128205,4958.974359,1593,1738,73.116,16.02939987,0,0,0,0
85,0,395,4328.205128,4192.820513,4329.230769,4389.230769,4353.846154,4483.076923,4602.051282,4022.564103,4435.384615,4266.153846,4488.717949,4274.358974,4153.333333,4966.666667,1594,1737,73.123,16.02939987,0,0,0,0
86,0,465,4344.102564,4197.948718,4337.948718,4391.794872,4355.384615,4480,4608.717949,4025.641026,4437.948718,4285.128205,4505.641026,4284.615385,4164.615385,4981.025641,1592,1738,73.13,16.02939987,0,0,0,0
87,0,452,4350.25641,4203.076923,4335.384615,4390.25641,4353.846154,4469.74359,4600,4020.512821,4431.282051,4290.769231,4513.846154,4288.717949,4171.282051,4988.717949,1594,1737,73.137,16.02939987,0,0,0,0
88,0,352,4357.948718,4209.230769,4340,4391.282051,4353.846154,4469.74359,4593.846154,4017.948718,4429.230769,4294.358974,4514.358974,4288.717949,4174.871795,4993.846154,1593,1736,73.146,16.02939987,0,0,0,0
89,0,395,4393.846154,4221.538462,4357.435897,4402.051282,4355.897436,4475.897436,4596.923077,4020,4432.820513,4315.384615,4528.205128,4295.897436,4191.282051,5018.461538,1593,1737,73.153,16.02939987,0,0,0,0
90,0,465,4443.589744,4240,4375.384615,4412.307692,4359.487179,4479.487179,4598.974359,4020,4430.769231,4352.307692,4553.846154,4309.74359,4220.512821,5059.487179,1593,1737,73.161,16.02939987,0,0,0,0
91,0,452,4468.205128,4250.769231,4388.205128,4415.897436,4361.538462,4480.512821,4598.974359,4015.897436,4427.692308,4386.153846,4574.358974,4317.435897,4241.538462,5085.128205,1592,1737,73.169,16.02939987,0,0,0,0
92,0,352,4469.230769,4246.153846,4392.820513,4414.358974,4361.025641,4476.410256,4597.948718,4013.333333,4425.641026,4402.564103,4589.74359,4316.410256,4242.564103,5085.128205,1593,1737,73.178,16.02939987,0,0,0,0
93,0,395,4465.128205,4240.512821,4391.282051,4412.820513,4362.051282,4474.871795,4596.410256,4014.358974,4424.615385,4410.25641,4601.025641,4314.358974,4240,5078.461538,1592,1737,73.184,16.02939987,0,0,0,0
94,0,465,4448.717949,4238.461538,4383.076923,4409.74359,4362.051282,4475.897436,4593.846154,4010.769231,4422.051282,4413.333333,4602.564103,4307.692308,4236.410256,5071.794872,1593,1736,73.192,16.02939987,0,0,0,0
95,0,452,4428.717949,4230.769231,4371.794872,4404.102564,4358.974359,4471.794872,4588.205128,4003.589744,4417.948718,4402.051282,4594.358974,4295.384615,4224.615385,5061.025641,1592,1738,73.2,16.02939987,0,0,0,0
96,0,352,4426.666667,4226.153846,4364.615385,4404.102564,4355.384615,4468.205128,4584.102564,4004.102564,4417.948718,4388.205128,4587.179487,4290.25641,4213.333333,5048.205128,1593,1737,73.208,16.02939987,0,0,0,0
97,0,395,4426.153846,4229.74359,4363.589744,4407.692308,4353.846154,4472.307692,4590.769231,4011.794872,4422.051282,4392.307692,4585.641026,4292.820513,4207.692308,5037.948718,1592,1739,73.216,16.02939987,0,0,0,0
98,0,465,4408.205128,4230.769231,4360,4403.589744,4356.923077,4475.897436,4596.410256,4015.384615,4427.692308,4395.384615,4587.692308,4290.769231,4204.102564,5031.282051,1593,1738,73.223,16.02939987,0,0,0,0
99,0,452,4388.205128,4226.666667,4353.846154,4396.410256,4363.589744,4473.333333,4593.846154,4013.333333,4430.25641,4383.589744,4586.153846,4286.153846,4195.897436,5017.948718,1591,1738,73.231,16.02939987,0,0,0,0
100,0,352,4375.897436,4223.589744,4349.74359,4398.461538,4365.128205,4471.282051,4593.846154,4013.333333,4430.769231,4373.846154,4579.487179,4287.692308,4179.487179,4997.948718,1592,1739,73.24,16.02939987,0,0,0,0
101,0,395,4364.615385,4217.435897,4346.153846,4402.564103,4362.051282,4476.410256,4596.923077,4014.871795,4427.179487,4365.641026,4570.769231,4286.666667,4167.692308,4988.205128,1591,1738,73.248,16.02939987,0,0,0,0
102,0,465,4356.923077,4207.692308,4346.153846,4395.897436,4364.102564,4482.051282,4595.384615,4013.333333,4426.153846,4354.871795,4560.512821,4281.538462,4168.205128,4990.769231,1592,1739,73.255,16.02939987,0,0,0,0
103,0,452,4352.307692,4210.25641,4352.820513,4390.25641,4367.692308,4480,4597.435897,4015.897436,4431.282051,4350.25641,4555.897436,4280.512821,4167.179487,4984.615385,1592,1737,73.263,16.02939987,0,0,0,0
104,0,352,4342.564103,4215.384615,4354.358974,4394.358974,4364.102564,4480.512821,4605.128205,4024.102564,4436.410256,4350.769231,4559.487179,4283.076923,4161.025641,4971.794872,1591,1739,73.271,16.02939987,0,0,0,0
105,0,395,4333.333333,4206.153846,4347.179487,4391.794872,4361.025641,4487.692308,4607.692308,4024.615385,4435.384615,4347.692308,4557.948718,4280,4156.410256,4966.666667,1592,1738,73.278,16.34216881,0,0,0,0
106,0,465,4331.282051,4197.435897,4341.025641,4383.076923,4365.641026,4493.846154,4605.641026,4020.512821,4434.358974,4339.487179,4549.230769,4274.358974,4154.358974,4968.717949,1591,1739,73.287,16.34216881,0,0,0,0
107,0,452,4323.589744,4195.384615,4339.487179,4381.538462,4368.717949,4490.25641,4602.051282,4017.435897,4434.358974,4327.692308,4541.538462,4270.25641,4150.769231,4962.051282,1592,1737,73.294,16.34216881,0,0,0,0
108,0,352,4316.923077,4194.358974,4338.974359,4385.641026,4365.641026,4486.153846,4599.487179,4018.461538,4432.820513,4317.435897,4537.948718,4268.205128,4145.128205,4948.717949,1591,1739,73.302,16.34216881,0,0,0,0
109,0,395,4327.692308,4200,4343.076923,4385.641026,4368.205128,4490.769231,4603.589744,4023.076923,4435.384615,4321.538462,4541.025641,4270.25641,4146.153846,4953.333333,1593,1739,73.31,16.34216881,0,0,0,0
110,0,465,4331.282051,4206.153846,4348.717949,4386.153846,4375.384615,4500,4613.846154,4029.230769,4443.076923,4336.923077,4551.282051,4274.871795,4154.358974,4969.230769,1592,1737,73.317,16.34216881,0,0,0,0
111,0,452,4322.051282,4203.076923,4348.717949,4387.692308,4380.512821,4502.051282,4619.487179,4034.871795,4446.153846,4345.128205,4553.846154,4276.923077,4160.512821,4969.74359,1592,1737,73.326,16.34216881,0,0,0,0
112,0,352,4323.589744,4200.512821,4345.641026,4385.128205,4380.512821,4498.461538,4617.948718,4034.871795,4443.589744,4342.051282,4550.769231,4271.794872,4157.948718,4960.512821,1593,1736,73.333,16.34216881,0,0,0,0
113,0,395,4332.307692,4205.641026,4348.205128,4386.153846,4381.025641,4500,4616.410256,4033.333333,4445.128205,4345.128205,4554.871795,4272.307692,4157.435897,4967.692308,1593,1738,73.341,16.34216881,0,0,0,0
114,0,465,4334.358974,4211.794872,4356.410256,4392.307692,4385.128205,4509.230769,4618.974359,4033.333333,4448.717949,4362.051282,4568.205128,4282.051282,4166.153846,4983.589744,1594,1739,73.349,16.34216881,0,0,0,0
115,0,452,4336.923077,4210.25641,4361.025641,4391.794872,4386.666667,4511.282051,4619.487179,4029.74359,4442.564103,4365.641026,4575.384615,4284.615385,4167.692308,4978.461538,1594,1741,73.356,16.34216881,0,0,0,0
116,0,352,4336.410256,4201.538462,4356.410256,4384.102564,4382.051282,4501.538462,4614.358974,4021.025641,4432.820513,4345.641026,4566.666667,4274.358974,4155.384615,4960.512821,1595,1741,73.365,16.34216881,0,0,0,0
117,0,395,4324.102564,4196.923077,4349.230769,4381.538462,4373.846154,4494.358974,4610.25641,4016.410256,4431.282051,4328.717949,4552.307692,4266.666667,4142.564103,4948.717949,1595,1742,73.372,16.34216881,0,0,0,0
118,0,465,4315.384615,4198.461538,4347.179487,4386.666667,4370.769231,4493.333333,4610.769231,4014.358974,4430.25641,4324.615385,4543.589744,4268.205128,4138.461538,4950.769231,1595,1742,73.381,16.34216881,0,0,0,0
119,0,452,4320,4195.384615,4351.282051,4388.205128,4372.307692,4490.769231,4611.794872,4014.871795,4428.717949,4321.025641,4540.512821,4266.666667,4143.589744,4961.025641,1594,1744,73.388,16.34216881,0,0,0,0
120,0,352,4327.692308,4191.794872,4352.820513,4385.128205,4371.282051,4489.74359,4614.871795,4023.589744,4436.923077,4324.615385,4545.641026,4270.769231,4156.410256,4970.25641,1594,1744,73.396,16.34216881,0,0,0,0
121,0,395,4321.538462,4191.794872,4347.179487,4378.461538,4368.205128,4491.282051,4616.410256,4026.153846,4440.512821,4330.769231,4550.25641,4276.923077,4158.974359,4967.692308,1594,1743,73.403,16.34216881,0,0,0,0
122,0,465,4307.692308,4188.205128,4342.051282,4375.897436,4366.666667,4485.128205,4609.230769,4018.974359,4433.333333,4318.974359,4541.538462,4272.820513,4146.666667,4955.384615,1594,1744,73.411,16.34216881,0,0,0,0
123,0,452,4314.358974,4188.205128,4346.153846,4380,4367.692308,4480,4605.128205,4018.974359,4431.794872,4309.74359,4533.846154,4268.205128,4144.102564,4949.74359,1594,1742,73.419,16.34216881,0,0,0,0
124,0,352,4327.692308,4192.820513,4351.282051,4380,4368.205128,4482.564103,4609.230769,4023.589744,4437.435897,4311.794872,4535.384615,4269.74359,4150.769231,4954.358974,1592,1743,73.427,16.34216881,0,0,0,0
125,0,395,4325.641026,4196.410256,4352.820513,4377.435897,4365.641026,4488.205128,4613.846154,4022.564103,4438.974359,4312.820513,4538.461538,4269.74359,4156.410256,4964.102564,1593,1743,73.435,16.49855423,0,0,0,0
126,0,465,4324.102564,4199.487179,4357.948718,4382.051282,4367.179487,4496.410256,4615.897436,4022.564103,4440.512821,4319.487179,4543.589744,4266.666667,4161.538462,4969.230769,1593,1744,73.443,16.49855423,0,0,0,0
127,0,452,4328.717949,4197.435897,4356.923077,4382.051282,4368.717949,4494.358974,4611.282051,4021.538462,4436.923077,4323.589744,4542.564103,4262.051282,4155.897436,4962.051282,1593,1743,73.451,16.49855423,0,0,0,0
128,0,352,4325.641026,4192.820513,4349.230769,4377.435897,4367.692308,4486.153846,4605.641026,4018.461538,4431.282051,4313.333333,4535.384615,4257.948718,4145.128205,4954.871795,1592,1743,73.459,16.49855423,0,0,0,0
0,0,466,4320,4195.897436,4349.230769,4379.487179,4372.307692,4494.358974,4610.769231,4022.564103,4435.384615,4307.179487,4534.871795,4258.974359,4147.692308,4954.871795,1593,1743,73.466,16.52983093,0,0,0,0
1,0,410,4316.923077,4196.410256,4352.307692,4380,4373.846154,4503.076923,4614.358974,4024.102564,4440,4309.230769,4536.410256,4260,4145.641026,4946.666667,1592,1743,73.474,16.52983093,0,0,0,0
2,0,497,4316.410256,4193.846154,4353.846154,4378.461538,4368.205128,4499.487179,4612.820513,4021.025641,4439.487179,4306.153846,4534.358974,4257.948718,4137.435897,4938.974359,1593,1743,73.482,16.52983093,0,0,0,0
3,0,504,4317.435897,4194.871795,4355.384615,4381.025641,4367.692308,4501.025641,4612.820513,4021.538462,4440.512821,4303.589744,4534.358974,4256.410256,4139.487179,4949.230769,1592,1742,73.49,16.52983093,0,0,0,0
4,0,502,4313.333333,4189.230769,4351.794872,4378.461538,4368.205128,4496.410256,4607.179487,4017.948718,4436.410256,4301.025641,4529.74359,4248.205128,4138.461538,4949.74359,1593,1742,73.497,16.52983093,0,0,0,0
5,0,486,4309.74359,4183.589744,4346.153846,4372.820513,4358.461538,4481.025641,4596.410256,4012.820513,4431.282051,4288.717949,4519.487179,4244.615385,4134.871795,4935.897436,1593,1742,73.506,16.52983093,0,0,0,0
6,0,456,4313.846154,4189.230769,4345.641026,4371.282051,4352.307692,4479.487179,4596.410256,4014.871795,4436.923077,4278.974359,4514.871795,4249.230769,4144.102564,4940,1593,1741,73.513,16.52983093,0,0,0,0
7,0,383,4316.410256,4192.820513,4342.564103,4370.25641,4358.974359,4489.74359,4601.538462,4019.487179,4442.051282,4281.025641,4518.461538,4250.769231,4149.74359,4953.846154,1593,1741,73.522,16.52983093,0,0,0,0
8,0,383,4311.794872,4191.282051,4338.974359,4367.692308,4363.076923,4488.717949,4601.538462,4017.435897,4439.487179,4281.538462,4515.384615,4247.692308,4144.615385,4953.333333,1593,1741,73.528,16.52983093,0,0,0,0
9,0,529,4312.307692,4195.384615,4341.538462,4370.769231,4358.974359,4482.564103,4598.461538,4014.871795,4436.410256,4273.846154,4507.179487,4247.692308,4143.076923,4945.641026,1592,1741,73.536,16.52983093,0,0,0,0
10,0,465,4316.410256,4197.948718,4341.025641,4372.307692,4355.384615,4482.564103,4598.461538,4016.410256,4435.384615,4269.230769,4507.179487,4246.666667,4138.974359,4934.871795,1593,1741,73.544,16.52983093,0,0,0,0
11,0,452,4313.333333,4191.282051,4335.384615,4371.794872,4354.871795,4488.205128,4602.051282,4014.358974,4432.307692,4264.615385,4506.153846,4236.923077,4127.179487,4922.051282,1592,1740,73.553,16.52983093,0,0,0,0
12,0,352,4303.076923,4184.102564,4330.25641,4369.230769,4354.871795,4493.333333,4601.025641,4010.25641,4426.666667,4248.205128,4492.307692,4229.74359,4120,4918.974359,1593,1741,73.56,16.52983093,0,0,0,0
13,0,395,4294.358974,4183.076923,4325.641026,4365.641026,4355.897436,4491.794872,4595.897436,4006.153846,4422.564103,4229.74359,4477.948718,4229.230769,4118.461538,4921.538462,1593,1739,73.568,16.52983093,0,0,0,0
14,0,465,4295.384615,4185.641026,4327.179487,4364.102564,4356.923077,4487.179487,4592.307692,4004.102564,4424.102564,4222.564103,4472.820513,4228.205128,4116.923077,4921.025641,1592,1741,73.575,16.52983093,0,0,0,0
15,0,452,4298.974359,4182.564103,4333.846154,4361.538462,4354.871795,4481.025641,4590.25641,4001.538462,4424.615385,4217.435897,4468.205128,4227.692308,4117.435897,4917.435897,1593,1740,73.583,16.52983093,0,0,0,0
16,0,0,4304.102564,4177.435897,4337.948718,4360.512821,4353.333333,4476.410256,4589.74359,4002.564103,4421.025641,4210.25641,4461.538462,4231.282051,4118.461538,4914.871795,1592,1740,73.591,16.52983093,0,0,0,0
17,0,0,4317.948718,4182.051282,4347.179487,4365.641026,4355.384615,4481.538462,4595.897436,4008.717949,4427.692308,4220.512821,4466.666667,4238.974359,4123.589744,4923.076923,1593,1741,73.599,16.52983093,0,0,0,0
18,0,0,4323.589744,4186.666667,4356.923077,4370.25641,4354.871795,4489.74359,4602.051282,4012.307692,4435.897436,4240,4484.102564,4246.153846,4134.871795,4938.461538,1593,1740,73.607,16.52983093,0,0,0,0
19,0,0,4317.435897,4184.102564,4355.384615,4367.692308,4350.769231,4485.641026,4602.051282,4013.333333,4431.282051,4244.615385,4491.794872,4250.25641,4141.025641,4944.102564,1593,1739,73.614,16.52983093,0,0,0,0
20,0,0,4321.025641,4189.74359,4352.820513,4365.128205,4350.25641,4486.153846,4601.538462,4017.435897,4430.769231,4248.205128,4491.794872,4250.25641,4141.538462,4944.102564,1592,1738,73.623,16.52983093,0,0,0,0
21,0,0,4326.666667,4193.846154,4354.871795,4363.076923,4351.282051,4496.923077,4606.666667,4018.461538,4435.384615,4257.435897,4496.923077,4247.692308,4143.076923,4946.153846,1594,1738,73.63,16.52983093,0,0,0,0
22,0,0,4313.333333,4183.076923,4344.102564,4358.461538,4350.769231,4497.435897,4607.179487,4010.25641,4429.74359,4252.820513,4496.410256,4244.102564,4140.512821,4941.538462,1593,1737,73.638,16.52983093,0,0,0,0
23,0,0,4306.666667,4180,4330.769231,4357.435897,4352.820513,4491.282051,4602.564103,4005.128205,4425.128205,4242.051282,4490.25641,4240.512821,4137.948718,4937.948718,1594,1740,73.647,16.52983093,0,0,0,0
24,0,0,4309.74359,4185.128205,4330.769231,4354.871795,4351.282051,4483.589744,4595.384615,4005.128205,4426.153846,4237.435897,4486.153846,4235.384615,4135.897436,4933.333333,1594,1738,73.654,16.52983093,0,0,0,0
25,0,0,4302.564103,4185.128205,4335.384615,4353.333333,4347.179487,4476.923077,4594.871795,4007.179487,4426.153846,4232.820513,4478.974359,4232.820513,4132.307692,4926.153846,1593,1738,73.661,16.52983093,0,0,0,0
26,0,0,4303.076923,4189.230769,4338.974359,4362.564103,4351.794872,4484.102564,4605.128205,4015.897436,4433.846154,4235.897436,4480,4235.384615,4135.897436,4932.820513,1594,1737,73.669,16.52983093,0,0,0,0
27,0,0,4312.307692,4189.74359,4340.512821,4361.538462,4354.358974,4491.794872,4609.74359,4024.102564,4442.564103,4246.666667,4491.794872,4239.487179,4143.076923,4941.025641,1592,1738,73.678,16.52983093,0,0,0,0
28,0,0,4315.384615,4187.179487,4342.051282,4352.820513,4351.794872,4488.205128,4606.153846,4025.641026,4443.589744,4251.282051,4497.435897,4242.564103,4143.076923,4942.051282,1593,1739,73.685,16.52983093,0,0,0,0
29,0,0,4321.538462,4189.230769,4347.179487,4361.025641,4352.820513,4492.820513,4609.74359,4026.153846,4442.564103,4259.487179,4502.051282,4246.153846,4143.589744,4943.076923,1591,1739,73.693,16.52983093,0,0,0,0
30,0,0,4324.102564,4186.666667,4347.692308,4366.666667,4354.871795,4499.487179,4611.282051,4025.128205,4441.025641,4268.717949,4507.179487,4248.205128,4144.102564,4943.589744,1591,1740,73.7,16.52983093,0,0,0,0
31,0,0,4312.820513,4179.487179,4344.615385,4352.307692,4352.307692,4490.769231,4596.923077,4016.923077,4434.358974,4257.948718,4499.487179,4246.666667,4139.487179,4942.051282,1591,1739,73.709,16.52983093,0,0,0,0
32,0,0,4309.230769,4176.923077,4347.179487,4346.153846,4349.230769,4485.641026,4591.794872,4013.846154,4430.769231,4245.128205,4491.794872,4245.128205,4140,4945.641026,1591,1740,73.717,16.52983093,0,0,0,0
33,0,0,4321.025641,4177.435897,4348.205128,4353.846154,4351.794872,4489.230769,4600,4015.384615,4429.74359,4248.205128,4494.871795,4246.666667,4143.076923,4946.153846,1590,1738,73.724,16.52983093,0,0,0,0
34,0,0,4322.564103,4175.384615,4341.538462,4353.846154,4353.333333,4487.692308,4596.410256,4012.820513,4425.128205,4245.641026,4491.794872,4248.205128,4137.948718,4937.435897,1591,1740,73.732,16.52983093,0,0,0,0
